m.ref,spec.r,group.r,date,month,year,latwgs84,longwgs84,sex,age.r
M266/94,Harbour porpoise,Harbour porpoise,08/02/1994,2,1994,57.75027084,-3.917097569,M,juvenile
M291/94,Harbour porpoise,Harbour porpoise,11/02/1994,2,1994,58.89968109,-2.888560057,M,juvenile
M489/94,Atlantic white-sided dolphin,Pelagic Dolphins,17/02/1994,2,1994,59.27902985,-2.474773169,U,juvenile
M364/94,Harbour porpoise,Harbour porpoise,18/02/1994,2,1994,55.99900436,-2.88662529,F,juvenile
M392/94,Harbour porpoise,Harbour porpoise,23/02/1994,2,1994,57.66144562,-1.911134362,F,juvenile
M430/94,Harbour porpoise,Harbour porpoise,25/02/1994,2,1994,56.00434113,-3.533029795,M,juvenile
M429/94,Harbour porpoise,Harbour porpoise,01/03/1994,3,1994,57.3111496,-1.994980335,M,juvenile
M431/94,Bottlenose dolphin,Pelagic Dolphins,01/03/1994,3,1994,56.01710129,-4.801117897,F,adult
M538/94,Short-beaked common dolphin,Common Dolphin,01/03/1994,3,1994,57.38197327,-7.425439835,U,unknown
M487/94,Harbour porpoise,Harbour porpoise,07/03/1994,3,1994,57.75301361,-3.913882256,M,juvenile
M488/94,Harbour porpoise,Harbour porpoise,08/03/1994,3,1994,57.94123077,-4.001615047,U,unknown
M526/94,Sperm whale,Deep Divers,13/03/1994,3,1994,57.6036644,-7.522220135,M,adult
M824/94,Sperm whale,Deep Divers,13/03/1994,3,1994,60.57554245,-1.009185314,M,adult
M623/94,Harbour porpoise,Harbour porpoise,23/03/1994,3,1994,58.19616699,-6.354887962,U,unknown
M764/94,Harbour porpoise,Harbour porpoise,26/03/1994,3,1994,57.36555099,-7.409674644,U,unknown
M620/94,Sperm whale,Deep Divers,27/03/1994,3,1994,55.80591583,-6.470333099,M,adult
M958/94,Harbour porpoise,Harbour porpoise,30/03/1994,3,1994,60.1841507,-1.511393905,M,juvenile
M653/94,Harbour porpoise,Harbour porpoise,31/03/1994,3,1994,57.5790329,-4.118830681,F,juvenile
M678/94,Harbour porpoise,Harbour porpoise,02/04/1994,4,1994,57.70394135,-3.486692905,F,juvenile
M676/94,Atlantic white-sided dolphin,Pelagic Dolphins,04/04/1994,4,1994,57.50455475,-4.268081665,M,juvenile
M765/94,Short-beaked common dolphin,Common Dolphin,04/04/1994,4,1994,57.400177,-7.399784088,F,juvenile
M763/94,Sperm whale,Deep Divers,09/04/1994,4,1994,57.69296646,-7.221567631,U,unknown
M784/94,Killer whale,Pelagic Dolphins,15/04/1994,4,1994,58.56801605,-3.777616739,F,adult
M796/94,Harbour porpoise,Harbour porpoise,18/04/1994,4,1994,56.00107574,-3.351697922,U,unknown
M808/94,Sowerby's beaked whale,Deep Divers,19/04/1994,4,1994,56.6284523,-6.227881432,F,unknown
M809/94,Harbour porpoise,Harbour porpoise,20/04/1994,4,1994,55.5797081,-4.663549423,U,unknown
M844/94,Harbour porpoise,Harbour porpoise,23/04/1994,4,1994,57.56142426,-4.042571545,M,juvenile
M882/94,Bottlenose dolphin,Pelagic Dolphins,23/04/1994,4,1994,57.53252792,-4.106115341,M,juvenile
M868/94,Sperm whale,Deep Divers,24/04/1994,4,1994,59.97245407,-1.353279233,M,juvenile
M867/94,Minke whale,Baleen Whales,25/04/1994,4,1994,58.95289612,-3.288010836,M,juvenile
M869/94,Short-beaked common dolphin,Common Dolphin,26/04/1994,4,1994,58.95823288,-2.98742795,M,juvenile
M2715/94,Harbour porpoise,Harbour porpoise,26/04/1994,4,1994,58.87251282,-2.920808077,U,unknown
M948/94,Harbour porpoise,Harbour porpoise,04/05/1994,5,1994,57.6569519,-4.024481773,U,unknown
M949/94,Atlantic white-sided dolphin,Pelagic Dolphins,06/05/1994,5,1994,54.82162476,-4.373633385,U,adult
M1005/94,Harbour porpoise,Harbour porpoise,13/05/1994,5,1994,57.71178818,-3.260408878,U,unknown
M1034/94,Harbour porpoise,Harbour porpoise,17/05/1994,5,1994,57.69381714,-2.825300932,M,neonate
M1094/94,White-beaked dolphin,Pelagic Dolphins,25/05/1994,5,1994,57.97222519,-3.972905397,U,unknown
M1102/94,Harbour porpoise,Harbour porpoise,26/05/1994,5,1994,58.59947586,-4.020167351,M,neonate
M1111/94,Harbour porpoise,Harbour porpoise,27/05/1994,5,1994,54.90884781,-5.020053387,U,unknown
M1122/94,Harbour porpoise,Harbour porpoise,28/05/1994,5,1994,54.92492294,-5.060287952,U,unknown
M1115/94,Harbour porpoise,Harbour porpoise,30/05/1994,5,1994,57.50981903,-4.225011826,U,unknown
M1124/94,Sperm whale,Deep Divers,30/05/1994,5,1994,60.7497406,-0.79098767,U,unknown
M1125/94,Harbour porpoise,Harbour porpoise,30/05/1994,5,1994,58.68122101,-3.493579149,U,unknown
M1215/94,Harbour porpoise,Harbour porpoise,04/06/1994,6,1994,57.14314651,-2.071026802,U,unknown
M1239/94,Harbour porpoise,Harbour porpoise,06/06/1994,6,1994,56.05183792,-3.681040764,U,unknown
M1167/94,Harbour porpoise,Harbour porpoise,07/06/1994,6,1994,57.67372894,-2.995849609,F,neonate
M1190/94,Minke whale,Baleen Whales,08/06/1994,6,1994,56.66156769,-6.179336071,M,adult
M1236/94,White-beaked dolphin,Pelagic Dolphins,17/06/1994,6,1994,58.07188416,-5.452246666,F,adult
M1244/94,White-beaked dolphin,Pelagic Dolphins,17/06/1994,6,1994,55.91761398,-2.174359798,F,adult
M1241/94,Harbour porpoise,Harbour porpoise,17/06/1994,6,1994,60.43890381,-1.449419618,U,unknown
M1267/94,Harbour porpoise,Harbour porpoise,21/06/1994,6,1994,57.43816757,-7.395380974,F,neonate
M1285/94,Minke whale,Baleen Whales,23/06/1994,6,1994,58.7866478,-2.992931843,U,unknown
M1301/94,Harbour porpoise,Harbour porpoise,27/06/1994,6,1994,57.6173172,-4.085901737,U,unknown
M1318/94,Harbour porpoise,Harbour porpoise,28/06/1994,6,1994,56.2096405,-2.955966949,F,neonate
M1349/94,Harbour porpoise,Harbour porpoise,01/07/1994,7,1994,55.98523331,-4.896630287,M,juvenile
M1353/94,White-beaked dolphin,Pelagic Dolphins,04/07/1994,7,1994,56.64805603,-2.502250195,U,unknown
M1420/94,White-beaked dolphin,Pelagic Dolphins,09/07/1994,7,1994,56.92447281,-7.534785748,F,adult
M1428/94,Harbour porpoise,Harbour porpoise,13/07/1994,7,1994,57.02881241,-7.454589844,U,unknown
M1646/94,Harbour porpoise,Harbour porpoise,14/07/1994,7,1994,57.89450836,-7.048509121,U,unknown
M1471/94,White-beaked dolphin,Pelagic Dolphins,19/07/1994,7,1994,57.2482605,-2.036422491,M,juvenile
M1526/94,White-beaked dolphin,Pelagic Dolphins,22/07/1994,7,1994,58.20825958,-6.395572186,U,unknown
M1/94,Atlantic white-sided dolphin,Pelagic Dolphins,27/07/1994,7,1994,58.96285629,-2.97016263,U,unknown
M1541/94,Harbour porpoise,Harbour porpoise,28/07/1994,7,1994,57.57401657,-4.096797466,F,adult
M1641/94,Harbour porpoise,Harbour porpoise,29/07/1994,7,1994,57.5412941,-7.40396452,M,juvenile
M1643/94,White-beaked dolphin,Pelagic Dolphins,29/07/1994,7,1994,57.54837799,-7.406699657,F,adult
M1559/94,White-beaked dolphin,Pelagic Dolphins,31/07/1994,7,1994,57.15481949,-2.077655554,F,neonate
M1622/94,Sowerby's beaked whale,Deep Divers,05/08/1994,8,1994,57.66383743,-3.53533721,M,adult
M1661/94,Harbour porpoise,Harbour porpoise,11/08/1994,8,1994,55.96112442,-2.395606041,F,adult
M2704/94,Minke whale,Baleen Whales,12/08/1994,8,1994,58.16786957,-7.093635559,M,unknown
M1775/94,Sperm whale,Deep Divers,18/08/1994,8,1994,56.76482773,-6.020507813,U,unknown
M1719/94,Harbour porpoise,Harbour porpoise,21/08/1994,8,1994,60.50130081,-1.56852591,F,juvenile
M1710/94,Harbour porpoise,Harbour porpoise,22/08/1994,8,1994,57.67742157,-3.980342627,M,juvenile
M1718/94,Bottlenose dolphin,Pelagic Dolphins,23/08/1994,8,1994,57.60354996,-4.103528023,F,juvenile
M1873/94,Harbour porpoise,Harbour porpoise,27/08/1994,8,1994,55.95394897,-3.122618675,U,unknown
M1867/94,Risso's dolphin,Pelagic Dolphins,31/08/1994,8,1994,57.67802429,-7.342040062,M,adult
M1836/94,Harbour porpoise,Harbour porpoise,02/09/1994,9,1994,57.58901978,-4.112714291,M,juvenile
M1864/94,Harbour porpoise,Harbour porpoise,02/09/1994,9,1994,57.17879868,-7.420396328,U,unknown
M1865/94,Long-finned pilot whale,Pelagic Dolphins,02/09/1994,9,1994,57.17707825,-7.418485641,U,unknown
M1951/94,Harbour porpoise,Harbour porpoise,16/09/1994,9,1994,56.51966095,-6.88779068,F,adult
M1952/94,Harbour porpoise,Harbour porpoise,17/09/1994,9,1994,57.76318741,-3.894240856,F,adult
M1960/94,White-beaked dolphin,Pelagic Dolphins,19/09/1994,9,1994,55.9149437,-2.155153513,U,unknown
M1987/94,Harbour porpoise,Harbour porpoise,21/09/1994,9,1994,57.69220352,-4.011334419,F,juvenile
M2118/94,White-beaked dolphin,Pelagic Dolphins,25/09/1994,9,1994,57.65989685,-7.450179577,F,adult
M2060/94,Harbour porpoise,Harbour porpoise,29/09/1994,9,1994,57.75027084,-3.917097569,M,juvenile
M2070/94,Sowerby's beaked whale,Deep Divers,29/09/1994,9,1994,57.8110733,-8.56788826,F,juvenile
M2120/94,Long-finned pilot whale,Pelagic Dolphins,03/10/1994,10,1994,60.60090256,-1.335268378,M,adult
M2190/94,Risso's dolphin,Pelagic Dolphins,10/10/1994,10,1994,57.45369339,-7.411028385,U,unknown
M2415/94,Atlantic white-sided dolphin,Pelagic Dolphins,11/10/1994,10,1994,59.19997787,-2.684500694,M,juvenile
M2182/94,Baleen whale (indeterminate species),Baleen Whales,12/10/1994,10,1994,57.36322403,-1.913517118,U,unknown
M2183/94,Risso's dolphin,Pelagic Dolphins,13/10/1994,10,1994,58.57534409,-3.767661333,F,adult
M2179/94,Harbour porpoise,Harbour porpoise,14/10/1994,10,1994,57.57392502,-4.101807594,M,juvenile
M2194/94,Striped dolphin,Pelagic Dolphins,17/10/1994,10,1994,57.96934891,-3.984571695,M,juvenile
M2250/94,Harbour porpoise,Harbour porpoise,23/10/1994,10,1994,57.70739746,-4.126329422,M,juvenile
M2268/94,Atlantic white-sided dolphin,Pelagic Dolphins,26/10/1994,10,1994,56.51642227,-5.914426804,F,juvenile
M2287/94,Northern bottlenose whale,Deep Divers,27/10/1994,10,1994,57.39843369,-6.196372509,U,unknown
M2294/94,Harbour porpoise,Harbour porpoise,28/10/1994,10,1994,56.83203888,-2.273630381,M,adult
M2297/94,Harbour porpoise,Harbour porpoise,28/10/1994,10,1994,56.97459793,-7.520817757,F,juvenile
M2416/94,Risso's dolphin,Pelagic Dolphins,01/11/1994,11,1994,59.2817955,-2.457992792,U,unknown
M2522/94,Long-finned pilot whale,Pelagic Dolphins,05/11/1994,11,1994,57.59025574,-7.520185947,U,unknown
M2436/94,Killer whale,Pelagic Dolphins,16/11/1994,11,1994,60.2688179,-1.197423458,M,adult
M2494/94,Harbour porpoise,Harbour porpoise,16/11/1994,11,1994,57.23957062,-7.450910091,M,adult
M2545/94,Harbour porpoise,Harbour porpoise,01/12/1994,12,1994,56.34728241,-2.805688858,F,juvenile
M2553/94,Harbour porpoise,Harbour porpoise,03/12/1994,12,1994,55.75165176,-4.928692341,M,juvenile
M2556/94,Sowerby's beaked whale,Deep Divers,04/12/1994,12,1994,59.9678421,-1.330081701,F,adult
M2586/94,Harbour porpoise,Harbour porpoise,06/12/1994,12,1994,57.7505188,-3.900310755,U,unknown
M2587/94,Harbour porpoise,Harbour porpoise,09/12/1994,12,1994,57.69313812,-3.489607096,M,juvenile
M2677/94,Risso's dolphin,Pelagic Dolphins,18/12/1994,12,1994,58.91414642,-3.208420515,F,adult
M2656/94,Short-beaked common dolphin,Common Dolphin,28/12/1994,12,1994,55,-3.574231148,F,juvenile
M6/95,Striped dolphin,Pelagic Dolphins,01/01/1995,1,1995,60.37754822,-1.379729152,M,juvenile
M136/95,Atlantic white-sided dolphin,Pelagic Dolphins,07/01/1995,1,1995,57.10202789,-7.343007565,M,adult
M40/95,Striped dolphin,Pelagic Dolphins,09/01/1995,1,1995,57.46216583,-7.402275562,F,juvenile
M149/95,Sperm whale,Deep Divers,19/01/1995,1,1995,58.11875153,-7.129125118,M,adult
M204/95,Harbour porpoise,Harbour porpoise,23/01/1995,1,1995,55.98543549,-2.899141073,F,juvenile
M169/95,Short-beaked common dolphin,Common Dolphin,24/01/1995,1,1995,57.22508621,-7.43218565,F,adult
M170/95,Harbour porpoise,Harbour porpoise,26/01/1995,1,1995,57.23828125,-7.439105511,F,juvenile
M158/95,Sperm whale,Deep Divers,27/01/1995,1,1995,57.4567337,-7.403131962,M,adult
M435/95,Harbour porpoise,Harbour porpoise,13/02/1995,2,1995,56.84156418,-6.255196571,U,unknown
M292/95,Minke whale,Baleen Whales,17/02/1995,2,1995,58.83601761,-3.106959581,U,unknown
M325/95,Striped dolphin,Pelagic Dolphins,20/02/1995,2,1995,57.47954559,-7.374772072,F,juvenile
M436/95,Short-beaked common dolphin,Common Dolphin,24/02/1995,2,1995,56.83272171,-6.250910759,U,unknown
M349/95,Harbour porpoise,Harbour porpoise,25/02/1995,2,1995,54.92142487,-3.60392642,F,juvenile
M336/95,Risso's dolphin,Pelagic Dolphins,26/02/1995,2,1995,58.6136322,-3.351256371,F,adult
M534/95,Atlantic white-sided dolphin,Pelagic Dolphins,27/02/1995,2,1995,57.60470963,-7.519019127,U,juvenile
M434/95,Long-finned pilot whale,Pelagic Dolphins,03/03/1995,3,1995,57.32488632,-7.265604019,U,unknown
M437/95,Killer whale,Pelagic Dolphins,03/03/1995,3,1995,56.83658218,-6.269394875,U,unknown
M438/95,Harbour porpoise,Harbour porpoise,09/03/1995,3,1995,60.09925079,-1.221333504,F,adult
M439/95,Long-finned pilot whale,Pelagic Dolphins,10/03/1995,3,1995,60.69451904,-0.842517257,U,unknown
M446/95,Harbour porpoise,Harbour porpoise,13/03/1995,3,1995,59.92004776,-1.28991425,F,adult
M529/95,Harbour porpoise,Harbour porpoise,21/03/1995,3,1995,58.85549545,-2.913431406,F,adult
M546/95,Sperm whale,Deep Divers,23/03/1995,3,1995,57.60137558,-4.016372204,M,adult
M584/95,Harbour porpoise,Harbour porpoise,29/03/1995,3,1995,55.48608017,-4.628726959,F,adult
M610/95,Risso's dolphin,Pelagic Dolphins,03/04/1995,4,1995,58.5683403,-4.732077122,M,adult
M644/95,White-beaked dolphin,Pelagic Dolphins,05/04/1995,4,1995,57.69919968,-2.015066385,F,juvenile
M1470/95,Sperm whale,Deep Divers,09/04/1995,4,1995,55.86192322,-6.388803005,U,unknown
M779/95,Short-beaked common dolphin,Common Dolphin,13/04/1995,4,1995,57.40024567,-7.39812851,F,juvenile
M742/95,Long-finned pilot whale,Pelagic Dolphins,17/04/1995,4,1995,60.5732193,-1.199003577,U,unknown
M740/95,Long-finned pilot whale,Pelagic Dolphins,18/04/1995,4,1995,59.0967598,-2.673716784,M,adult
M741/95,Killer whale,Pelagic Dolphins,18/04/1995,4,1995,60.37939453,-1.390580177,M,adult
M750/95,Harbour porpoise,Harbour porpoise,22/04/1995,4,1995,58.20898438,-6.295135975,M,juvenile
M752/95,Harbour porpoise,Harbour porpoise,23/04/1995,4,1995,57.69378281,-2.830325603,M,juvenile
M765/95,Harbour porpoise,Harbour porpoise,25/04/1995,4,1995,57.6931076,-2.927598953,M,juvenile
M811/95,Harbour porpoise,Harbour porpoise,03/05/1995,5,1995,57.60224533,-4.018091202,M,juvenile
M872/95,Harbour porpoise,Harbour porpoise,10/05/1995,5,1995,56.11333084,-4.838675499,U,unknown
M874/95,Short-beaked common dolphin,Common Dolphin,10/05/1995,5,1995,54.87532425,-3.814073086,M,adult
M887/95,Harbour porpoise,Harbour porpoise,11/05/1995,5,1995,57.68284988,-4.034310818,M,juvenile
M1063/95,Killer whale,Pelagic Dolphins,15/05/1995,5,1995,60.33008194,-1.664948225,F,juvenile
M971/95,Risso's dolphin,Pelagic Dolphins,22/05/1995,5,1995,56.58421326,-6.659760952,U,unknown
M1475/95,Long-finned pilot whale,Pelagic Dolphins,24/05/1995,5,1995,57.56845856,-7.483373165,U,unknown
M1094/95,Long-finned pilot whale,Pelagic Dolphins,08/06/1995,6,1995,54.8467598,-4.797289371,M,adult
M1103/95,Harbour porpoise,Harbour porpoise,10/06/1995,6,1995,57.27251816,-2.021517992,M,neonate
M1158/95,Harbour porpoise,Harbour porpoise,12/06/1995,6,1995,56.05912399,-2.713503361,U,unknown
M1147/95,Harbour porpoise,Harbour porpoise,17/06/1995,6,1995,55.9727211,-2.42136097,M,neonate
M1190/95,Harbour porpoise,Harbour porpoise,23/06/1995,6,1995,57.92696381,-5.220355034,F,adult
M1748/95,Harbour porpoise,Harbour porpoise,23/06/1995,6,1995,57.18716431,-2.07275486,U,unknown
M1349/95,Northern bottlenose whale,Deep Divers,24/06/1995,6,1995,59.03886795,-2.573256969,M,adult
M1749/95,Harbour porpoise,Harbour porpoise,29/06/1995,6,1995,57.40629196,-1.861819386,U,unknown
M1220/95,Harbour porpoise,Harbour porpoise,03/07/1995,7,1995,57.68678665,-2.93248415,F,juvenile
M1579/95,Harbour porpoise,Harbour porpoise,03/07/1995,7,1995,55.91405487,-2.145541668,M,juvenile
M1476/95,Minke whale,Baleen Whales,05/07/1995,7,1995,57.5729332,-7.484045982,U,unknown
M1303/95,Harbour porpoise,Harbour porpoise,13/07/1995,7,1995,57.57409668,-4.091786861,F,juvenile
M1309/95,White-beaked dolphin,Pelagic Dolphins,15/07/1995,7,1995,57.26443481,-2.026483059,F,neonate
M1333/95,Minke whale,Baleen Whales,18/07/1995,7,1995,57.52388,-1.796260476,M,adult
M1351/95,Long-finned pilot whale,Pelagic Dolphins,18/07/1995,7,1995,59.17413712,-2.806446075,U,unknown
M2111/95,Harbour porpoise,Harbour porpoise,26/07/1995,7,1995,57.82663345,-2.506737232,U,unknown
M1471/95,Long-finned pilot whale,Pelagic Dolphins,28/07/1995,7,1995,59.38354492,-2.371352196,M,juvenile
M1468/95,Bottlenose dolphin,Pelagic Dolphins,06/08/1995,8,1995,57.58682632,-3.911831856,F,juvenile
M1545/95,Bottlenose dolphin,Pelagic Dolphins,12/08/1995,8,1995,57.57412338,-4.090111732,M,juvenile
M1546/95,Harbour porpoise,Harbour porpoise,14/08/1995,8,1995,57.24915695,-2.041396379,U,unknown
M1575/95,Harbour porpoise,Harbour porpoise,15/08/1995,8,1995,57.49028397,-4.262198448,F,juvenile
M1701/95,Risso's dolphin,Pelagic Dolphins,23/08/1995,8,1995,56.63225174,-6.221776009,M,adult
M1668/95,Striped dolphin,Pelagic Dolphins,24/08/1995,8,1995,55.64750671,-5.474178314,M,adult
M1679/95,Harbour porpoise,Harbour porpoise,24/08/1995,8,1995,57.70399475,-3.030242443,M,juvenile
M1681/95,White-beaked dolphin,Pelagic Dolphins,25/08/1995,8,1995,59.13665009,-3.324614286,U,unknown
M1723/95,Minke whale,Baleen Whales,31/08/1995,8,1995,57.59908295,-3.991128445,M,juvenile
M1744/95,Harbour porpoise,Harbour porpoise,04/09/1995,9,1995,57.15930939,-2.077659607,M,adult
M1796/95,White-beaked dolphin,Pelagic Dolphins,10/09/1995,9,1995,58.49596405,-4.669808865,F,juvenile
M1844/95,Minke whale,Baleen Whales,12/09/1995,9,1995,56.44434357,-6.888529301,U,unknown
M1843/95,Short-beaked common dolphin,Common Dolphin,13/09/1995,9,1995,56.31706238,-6.23379755,F,juvenile
M2113/95,Harbour porpoise,Harbour porpoise,14/09/1995,9,1995,58.03081894,-5.507584572,U,unknown
M1916/95,White-beaked dolphin,Pelagic Dolphins,15/09/1995,9,1995,59.38353729,-2.376643181,M,adult
M1924/95,White-beaked dolphin,Pelagic Dolphins,16/09/1995,9,1995,57.78620529,-3.856758595,M,adult
M2581/95,Harbour porpoise,Harbour porpoise,16/09/1995,9,1995,58.21002197,-7.051948071,U,unknown
M1920/95,Atlantic white-sided dolphin,Pelagic Dolphins,24/09/1995,9,1995,56.20476532,-2.886535645,M,adult
M1943/95,Northern bottlenose whale,Deep Divers,26/09/1995,9,1995,54.98395538,-5.036635876,F,juvenile
M1959/95,Atlantic white-sided dolphin,Pelagic Dolphins,27/09/1995,9,1995,55.80799484,-6.462581635,U,adult
M1968/95,Risso's dolphin,Pelagic Dolphins,30/09/1995,9,1995,57.735672,-5.768047333,M,adult
M2000/95,Harbour porpoise,Harbour porpoise,04/10/1995,10,1995,57.7385025,-3.923197508,M,adult
M2016/95,Harbour porpoise,Harbour porpoise,06/10/1995,10,1995,57.75304031,-3.912198305,F,juvenile
M2042/95,White-beaked dolphin,Pelagic Dolphins,07/10/1995,10,1995,56.5770607,-6.284049511,F,adult
M2583/95,Harbour porpoise,Harbour porpoise,14/10/1995,10,1995,57.52207947,-7.668395996,U,unknown
M2124/95,Minke whale,Baleen Whales,21/10/1995,10,1995,57.64030838,-5.800065041,M,adult
M2125/95,Minke whale,Baleen Whales,21/10/1995,10,1995,56.84192276,-2.273701191,U,unknown
M2283/95,Harbour porpoise,Harbour porpoise,28/10/1995,10,1995,57.35413742,-7.402990341,U,unknown
M2196/95,Minke whale,Baleen Whales,31/10/1995,10,1995,56.52595139,-6.795829773,U,unknown
M2201/95,Striped dolphin,Pelagic Dolphins,31/10/1995,10,1995,57.02791595,-7.454464912,F,juvenile
M2582/95,Harbour porpoise,Harbour porpoise,31/10/1995,10,1995,57.80866623,-7.098398209,U,unknown
M2335/95,Harbour porpoise,Harbour porpoise,17/11/1995,11,1995,58.8013649,-3.166418314,M,adult
M2407/95,Risso's dolphin,Pelagic Dolphins,21/11/1995,11,1995,59.25828552,-2.501517296,U,unknown
M2408/95,Atlantic white-sided dolphin,Pelagic Dolphins,24/11/1995,11,1995,57.84854126,-7.001106262,F,juvenile
M2394/95,Minke whale,Baleen Whales,29/11/1995,11,1995,56.88695145,-2.216601372,M,adult
M2438/95,Atlantic white-sided dolphin,Pelagic Dolphins,04/12/1995,12,1995,58.20742798,-6.288119316,F,adult
M2461/95,Harbour porpoise,Harbour porpoise,06/12/1995,12,1995,58.02455139,-3.838617325,F,juvenile
M2516/95,Harbour porpoise,Harbour porpoise,18/12/1995,12,1995,57.20602798,-2.062862396,M,adult
M2580/95,Harbour porpoise,Harbour porpoise,20/12/1995,12,1995,56.84282303,-2.273716688,U,unknown
M2578/95,Harbour porpoise,Harbour porpoise,21/12/1995,12,1995,56.00781631,-3.392028809,M,juvenile
M2548/95,Harbour porpoise,Harbour porpoise,22/12/1995,12,1995,57.60085297,-4.10336256,F,juvenile
M2566/95,Harbour porpoise,Harbour porpoise,25/12/1995,12,1995,57.75396347,-3.910571098,U,unknown
M2563/95,Bottlenose dolphin,Pelagic Dolphins,31/12/1995,12,1995,57.77135086,-3.889622688,M,adult
M62/96,Harbour porpoise,Harbour porpoise,03/01/1996,1,1996,56.03873444,-2.858645439,U,unknown
M10/96,Harbour porpoise,Harbour porpoise,04/01/1996,1,1996,57.15661621,-2.077660322,F,juvenile
M18/96,Atlantic white-sided dolphin,Pelagic Dolphins,06/01/1996,1,1996,54.96522903,-5.06648016,M,adult
M37/96,Harbour porpoise,Harbour porpoise,09/01/1996,1,1996,57.17189407,-2.076037169,U,unknown
M63/96,Harbour porpoise,Harbour porpoise,10/01/1996,1,1996,57.56886673,-7.453290939,M,juvenile
M82/96,Harbour porpoise,Harbour porpoise,15/01/1996,1,1996,56.73815536,-2.434789181,U,unknown
M83/96,Harbour porpoise,Harbour porpoise,15/01/1996,1,1996,56.72166443,-2.516302824,U,unknown
M75/96,Harbour porpoise,Harbour porpoise,16/01/1996,1,1996,56.20286179,-2.768814802,M,adult
M89/96,Atlantic white-sided dolphin,Pelagic Dolphins,17/01/1996,1,1996,56.38594437,-6.001525879,F,juvenile
